before,after,basis,confidence,source_file
여기서 잘지도.,여기서 바로 잠들 것 같아.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"잠깐만, 아타미까지 왔잖아.",그래도 아타미까지 왔잖아.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
취소하는 거야?,일정 취소하려고?,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
딱 20분만.,딱 20분만 자자.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
패치가 떨어졌네.,유카타가 좀 흘러내렸네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
패치 있어.,괜찮아.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
알 것 같아.,보일지도 몰라.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
들어가고 싶네요.,다리가 진짜 예쁘네요.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
낮에 갈래?,여기서 벗을 생각은 아니지?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
안 되잖아.,안 되지.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
벗으면 안 돼.,여기서 벗으면 안 돼.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
괜찮아.,알았어.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"오, 대단해.","오, 대단하다.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"오, 대단해.","와, 진짜 대단해.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
기분 좋아.,소파도 엄청 튼튼해 보이네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
기분 좋아.,대단하다.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
한번 열어볼까.,한번 열어 볼게.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
열어볼까.,열어 볼게.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
한번 보자.,밖을 봐 보자.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
대단해.,"와, 대단해.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"와, 짱이다.","와, 아담하다.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"봐봐, 봐봐, 봐봐, 봐봐.","봐봐, 봐봐.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"오, 예쁘다.","와, 예쁘다.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
안쪽이 좋아.,대단하다.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
좀 더 해 줘.,보여?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
기뻐.,"응, 보여.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
기뻐.,조금 더 안쪽으로 가 볼까?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
기뻐.,안쪽까지.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
안 들어갔어.,밖 좀 봐봐.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
엉덩이가…,갈 수 있어?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
기뻐.,"그래, 그래.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"와, 엄청 벌어졌네. 예쁘다. 최고야… 기분 좋아.","와, 야경 진짜 예쁘다. 최고네, 기분 좋다.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
좁네.,목욕하자. 천천히 들어가. 물도 꽤 따뜻해.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
기뻐.,벌레 들어오면 싫잖아.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
엉덩이 좀 봐.,이 유카타 진짜 귀엽네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"와, 깊이 들어갔어.",목욕하려면 이제 벗어야지.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
정말 하고 싶었어.,봐도 돼?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
계속 생각했어.,부끄러워? 뭔가 야하네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
아아아…,잠깐만.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
계속…,이거 어떻게 푸는 거였지?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
하아…,와.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"하아, 맛봐 줘.","와, 엄청 예쁘잖아.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
천천히 해 줘.,"좋네. 잠깐, 어떻게 돼 있었지?",일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"아, 진짜 웃겨.",어? 무슨 말이야?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
귀엽네.,그냥 벗었을 뿐이야.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
드디어 하고 싶어진 거야?,와.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
위에 올라타.,대단하다.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
덜덜 떨려.,왜 그래?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"아, 가 버렸어.",끈이 아직 남아 있어요.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
하아…,응.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
좀 쉬어.,물 다 받았어.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
하아… 잠깐만.,목욕물 받아 놓은 거지?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잘 안 보여.,"응, 그렇네.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
좀 더 천천히.,기억해 둘게.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
하아…,보여 줘.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잠깐만…,제대로 열어 봐. 예쁘네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잠깐만…,나만 벗는 거야?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"하아, 부끄러워.",부끄러워? 팬티도 벗어야지.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
이거 예쁘네.,손으로 가리지 마.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잘하는 것만 빼고…,"응, 괜찮아.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
촬영해야 해.,나도 벗을게.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
이어 줘.,이제 둘 다 벗었네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
아아…,"와, 진짜 많이 커졌어.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
고마워.,손으로 잡아 줘.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
해외여행은 가끔 가요.,"와, 진짜 크다.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
무슨 얘기였지?,어때?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
뭔가 짭짤해.,응?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
조금 틀렸어.,"잠깐, 잠깐.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
틀렸어!,조금만 더.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
쉬자.,너무 깊이 들어가.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
좀 쉬자.,이제 물에 들어가자.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"아, 좀 쉬어.","아, 여기로 들어가면 되나?",일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
뭐 할까?,내가 먼저?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
뭐 할래?,"응, 이쪽으로.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
낮잠 좀 잘까?,들어갔어.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
좋네.,들어왔어.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
여기서 잘지도 몰라.,"응, 들어왔어.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"잠깐만, 아타미까지 왔잖아.",이쪽 단이 있는 곳으로 들어와.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
취소하는 거야?,최고다.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
그건 안 돼.,여기로 와.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
딱 20분만.,기분 좋아.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
대단해.,온천 좋네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
대단해.,오랜만인 것 같아.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
정말 잘 어울려.,평소에도 목욕 자주 해?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
엄청 귀여워.,매일 목욕해.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
기뻐?,샤워만 하는 날도 있어?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
기뻐.,목욕하는 날이 더 많아.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
정말.,매일 하면 귀찮잖아.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
한 걸음씩.,응.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
이 색 잘 어울려.,혼자 살지?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
정말?,응.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
엄청 잘 어울려.,응.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
하늘색 좋아하는구나.,이야…,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
대단해.,기분 좋네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
뜨거운 물이 나오는 것 같아.,같이 목욕하니까 좋다.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
뜨거운가?,어?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
한번 만져 봐.,안 돼.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
따뜻해.,안 돼.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
온천인 거야?,안 돼.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
온천 아니야?,뭔가…,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
온천이네.,어?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
온천도 있구나.,목욕탕에서…,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
그러게.,목욕하면서 이러는 거…,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
비틀거리고 있어.,좋아.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
내가 잡아 줄게.,목욕하면서…,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
걷기 힘들어.,응.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
시원하네.,응.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
해가 지니까 역시.,몸이 점점 달아오르네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
바람 쐬는 사람들이 있네.,이쪽도 해 줘.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
젖어 버려.,다리에 힘이 풀려.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
여기 오니까 시원하네.,입 막지 마.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
시원해.,끝.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
바람이 기분 좋네.,아… 한 번 더.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
앞에서 불어와.,이제 조금만 더.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
바닷물 차가워?,잠깐 사이에 끼워 줘.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
차가워.,할 수 있겠어?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
날씬해서 추위를 많이 타지 않아?,이거 얼마 안 남았는데.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
추운 게 더 나아.,뭐라고 해?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
그렇구나.,손 정말 잘 쓰네.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"8,200엔.","오, 잘한다.",일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"8,200엔.",나올 것 같아.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
별채가 따로 있네.,조금 취한 거 아니야?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
별채도 있어.,많이 하고 있지?,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
알 것 같아.,조금만 더 해 줘.,일본어 원문 + 타임스탬프 사진 + 장면 연속성,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
엉덩이를 쑥 내밀고 있어.,엉덩이를 쑥 내밀고 있네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
앞에서 때려줘. 때려줬으면 좋겠어.,엉덩이 때려 줘. 맞고 싶어.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
힘을 빼고…,힘 빼고…,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
거짓말. 거짓말. 거짓말. 거짓말.,말도 안 돼…,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
얼굴을 대고 뒤에서 할 수 있어?,얼굴 보이게 뒤에서 해도 돼?,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
엉덩이를 치면서 하고 있어.,엉덩이를 밀면서 하고 있어.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
